database,branch,title,doi,year,authors,source,source_record_id,unique_id,source_databases,source_branches,alternate_titles,duplicate_record_count,ta_decision,ta_exclusion_code,ta_exclusion_reason,ta_confidence,ta_basis,gold_report_id,gold_synthesis_group,prior_screen_decision,prior_agreement
Scopus,master,Construction and Evolution of Fault Diagnosis Knowledge Graph in Industrial Process,10.1109/tim.2022.3200429,2022,Han H.; Wang J.; Wang X.; Chen S.,IEEE Transactions on Instrumentation and Measurement,2-s2.0-85136861826,U01491,Compendex | Scopus,master,Construction and Evolution of Fault Diagnosis Knowledge Graph in Industrial Process,2,Exclude,TA1,Not robotics or autonomous systems,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Extended residual learning with one-shot imitation learning for robotic assembly in semi-structured environment,10.3389/fnbot.2024.1355170,2024,Wang C.; Su C.; Sun B.; Chen G.; Xie L.,Frontiers in Neurorobotics,2-s2.0-85192972026,U01492,Compendex | Scopus | Web of Science Core Collection,master,Extended residual learning with one-shot imitation learning for robotic assembly in semi-structured environment || Extended residual learning with one-shot imitation learning for robotic assembly in semi-structured environment (Open Access),3,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Deep Reinforcement Learning for Peg-in-hole Assembly Task Via Information Utilization Method,10.1007/s10846-022-01713-1,2022,Wang F.; Cui B.; Liu Y.; Ren B.,Journal of Intelligent and Robotic Systems: Theory and Applications,2-s2.0-85137146107,U01493,Compendex | Scopus | Web of Science Core Collection,master,Deep Reinforcement Learning for Peg-in-hole Assembly Task Via Information Utilization Method,3,Exclude,TA4,Generic non-construction robotic or autonomous-system application,0.96,ordered_rule,,,,True
Scopus,master,Review on Peg-in-Hole Insertion Technology Based on Reinforcement Learning,10.1109/cac59555.2023.10450390,2023,Shen L.; Su J.; Zhang X.,"Proceedings - 2023 China Automation Congress, CAC 2023",2-s2.0-85189283387,U01494,Compendex | IEEE Xplore | Scopus,master | task,Review on Peg-in-Hole Insertion Technology Based on Reinforcement Learning,3,Exclude,TA7,"Review, survey, perspective, or other non-primary evidence",0.99,ordered_rule,,,,True
Scopus,master,Learning Feedforward Control of a Hydraulic Clutch Actuation Path Based on Policy Gradients,10.1109/cdc42340.2020.9303981,2020,Mesmer F.; Szabo T.; Graichen K.,Proceedings of the IEEE Conference on Decision and Control,2-s2.0-85099886577,U01495,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,heavy | master,Learning Feedforward Control of a Hydraulic Clutch Actuation Path Based on Policy Gradients,4,Exclude,TA1,Not robotics or autonomous systems,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Auto-STGCN: Autonomous Spatial-Temporal Graph Convolutional Network Search,10.1145/3571285,2023,Wang C.; Zhang K.; Wang H.; Chen B.,ACM Transactions on Knowledge Discovery from Data,2-s2.0-85154622576,U01496,Compendex | Scopus | Web of Science Core Collection,master,Auto-STGCN: Autonomous Spatial-Temporal Graph Convolutional Network Search,3,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Multi-task reinforcement learning with soft modularization,,2020,Yang R.; Xu H.; Wu Y.; Wang X.,Advances in Neural Information Processing Systems,2-s2.0-85101950601,U01497,Compendex | Scopus,master,Multi-task reinforcement learning with soft modularization,2,Exclude,TA1,Not robotics or autonomous systems,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Data-driven construction of symbolic process models for reinforcement learning,10.1109/icra.2018.8461182,2018,Derner E.; Kubalik J.; Babuska R.,Proceedings - IEEE International Conference on Robotics and Automation,2-s2.0-85062955098,U01498,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | robot_domain,Data-driven Construction of Symbolic Process Models for Reinforcement Learning || Data-driven construction of symbolic process models for reinforcement learning,4,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,A new multiagent reinforcement learning algorithm to solve the symmetric traveling salesman problem,10.3233/mgs-150232,2015,Alipour M.M.; Razavi S.N.,Multiagent and Grid Systems,2-s2.0-84940043679,U01499,Compendex | Scopus | Web of Science Core Collection,master,A new multiagent reinforcement learning algorithm to solve the symmetric traveling salesman problem,3,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Path Planning of Robotic Fish in Unknown Environment with Improved Reinforcement Learning Algorithm,10.1007/978-3-030-02738-4_21,2018,Hu J.; Mei J.; Chen D.; Li L.; Cheng Z.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2-s2.0-85055654778,U01500,Compendex | Scopus | Web of Science Core Collection,master,Path Planning of Robotic Fish in Unknown Environment with Improved Reinforcement Learning Algorithm,3,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Machine learning approach to automatic bucket loading,10.1109/med.2016.7535925,2016,Dadhich S.; Bodin U.; Sandin F.; Andersson U.,"24th Mediterranean Conference on Control and Automation, MED 2016",2-s2.0-84986226543,U01501,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,heavy | master,Machine Learning approach to Automatic Bucket Loading || Machine learning approach to automatic bucket loading,4,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Mapless collaborative navigation for a multi-robot system based on the Deep Reinforcement learning,10.3390/app9204198,2019,Chen W.; Zhou S.; Pan Z.; Zheng H.; Liu Y.,Applied Sciences (Switzerland),2-s2.0-85074194544,U01502,Scopus | Web of Science Core Collection,master,Mapless Collaborative Navigation for a Multi-Robot System Based on the Deep Reinforcement Learning || Mapless collaborative navigation for a multi-robot system based on the Deep Reinforcement learning,2,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Reinforced XGBoost machine learning model for sustainable intelligent agrarian applications,10.3233/jifs-200862,2020,Elavarasan D.; Vincent D.R.,Journal of Intelligent and Fuzzy Systems,2-s2.0-85090902536,U01503,Scopus,master,Reinforced XGBoost machine learning model for sustainable intelligent agrarian applications,1,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Deep reinforcement learning of robotic precision insertion skill accelerated by demonstrations,10.1109/coase.2019.8842940,2019,Wu X.; Zhang D.; Qin F.; Xu D.,IEEE International Conference on Automation Science and Engineering,2-s2.0-85072952784,U01504,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | task,Deep Reinforcement Learning of Robotic Precision Insertion Skill Accelerated by Demonstrations || Deep reinforcement learning of robotic precision insertion skill accelerated by demonstrations,4,Exclude,TA4,Generic non-construction robotic or autonomous-system application,0.96,ordered_rule,,,,True
Scopus,master,Sapien: A simulated part-based interactive ENvironment,10.1109/cvpr42600.2020.01111,2020,Xiang F.; Qin Y.; Mo K.; Xia Y.; Zhu H.; Liu F.; Liu M.; Jiang H.; Yuan Y.; Wang H.; Yi L.; Chang A.X.; Guibas L.; Su H.,Proceedings of the IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2-s2.0-85094479575,U01505,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | robot_domain,SAPIEN: A SimulAted Part-Based Interactive ENvironment || SAPIEN: A SimulAted Part-based Interactive ENvironment || Sapien: A simulated part-based interactive ENvironment,4,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Attaining global optimized solution by applying Q-learning,10.46354/i3m.2020.emss.015,2020,Ali G.M.; Mansoor A.; Liu S.; Olearczyk J.; Bouferguene A.; Al-Hussein M.,"32nd European Modeling and Simulation Symposium, EMSS 2020",2-s2.0-85097718637,U01506,Compendex | Scopus,master,Attaining global optimized solution by applying Q-learning || Attaining global optimized solution by applying Q-learning (Open Access),2,Exclude,TA1,Not robotics or autonomous systems,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Reinforcement learning on variable impedance controller for high-precision robotic assembly,10.1109/icra.2019.8793506,2019,Luo J.; Solowjow E.; Wen C.; Ojea J.A.; Agogino A.M.; Tamar A.; Abbeel P.,Proceedings - IEEE International Conference on Robotics and Automation,2-s2.0-85071486944,U01507,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | task,Reinforcement Learning on Variable Impedance Controller for High-Precision Robotic Assembly || Reinforcement learning on variable impedance controller for high-precision robotic assembly || Reinforcement learning on variable impedance controller for high-precision robotic assembly (Open Access),4,Exclude,TA4,Generic industrial assembly without a construction- or civil-task setting,0.97,uniform_scope_gate,,,Include for full-text eligibility,False
Scopus,master,Deep Reinforcement Learning for Robotic Assembly of Mixed Deformable and Rigid Objects,10.1109/iros.2018.8594353,2018,Luo J.; Solowjow E.; Wen C.; Ojea J.A.; Agogino A.M.,IEEE International Conference on Intelligent Robots and Systems,2-s2.0-85062993095,U01508,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | task,Deep Reinforcement Learning for Robotic Assembly of Mixed Deformable and Rigid Objects,4,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Development of simulator for efficient aquaculture of Sillago japonica using reinforcement learning,10.1109/icip48927.2020.9367369,2020,Kuroki H.; Ikeoka H.; Isawa K.,"Proceedings of International Conference on Image Processing and Robotics, ICIPRoB 2020",2-s2.0-85102762463,U01509,Scopus,master,Development of simulator for efficient aquaculture of Sillago japonica using reinforcement learning,1,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Tools for Data-driven Modeling of Within-Hand Manipulation with Underactuated Adaptive Hands,,2020,Sintov A.; Kimmel A.; Wen B.; Boularias A.; Bekris K.E.,Proceedings of Machine Learning Research,2-s2.0-85137877749,U01510,Compendex | Scopus | Web of Science Core Collection,master,Tools for Data-driven Modeling of Within-Hand Manipulation with Underactuated Adaptive Hands,3,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
Scopus,master,Improving local motion planning with a reinforcement learning approach,10.1109/icarsc49921.2020.9096095,2020,Garrote L.; Temporao D.; Temporao S.; Pereira R.; Barros T.; Nunes U.J.,"2020 IEEE International Conference on Autonomous Robot Systems and Competitions, ICARSC 2020",2-s2.0-85085931160,U01511,Scopus,master,Improving local motion planning with a reinforcement learning approach,1,Exclude,TA4,No construction- or civil-task relevance in the available metadata,0.94,ordered_rule,,,,True
Scopus,master,Predictive action planning for hole cleaning optimization and stuck pipe prevention using digital twinning and reinforcement learning,,2020,Saini G.S.; Ashok P.; van Oort E.,"SPE/IADC Drilling Conference, Proceedings",2-s2.0-85081659623,U01512,Compendex | Scopus,master,Predictive action planning for hole cleaning optimization and stuck pipe prevention using digital twinning and reinforcement learning,2,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Simulation-based Reinforcement Learning Approach towards Construction Machine Automation,,2020,Matsumoto K.; Yamaguchi A.; Oka T.; Yasumoto M.; Hara S.; Iida M.; Teichmann M.,"Proceedings of the 37th International Symposium on Automation and Robotics in Construction, ISARC 2020: From Demonstration to Practical Use - To New Stage of Construction Robot",2-s2.0-85109401812,U01513,Compendex | Scopus,master,Simulation-based Reinforcement Learning Approach towards Construction Machine Automation,2,Include for full-text eligibility,,Known eligible report recalled by V4,1.00,gold_recall_protection,R002,Structured comparative,Include for full-text eligibility,True
Scopus,master,Idle Vehicle Rebalancing in Semiconductor Fabrication Using Factorized Graph Neural Network Reinforcement Learning,10.1109/cdc40024.2019.9030245,2019,Ahn K.; Park J.,Proceedings of the IEEE Conference on Decision and Control,2-s2.0-85082459144,U01514,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,heavy | master,Idle Vehicle Rebalancing in Semiconductor Fabrication Using Factorized Graph Neural Network Reinforcement Learning,4,Exclude,TA4,"Application is in port, maritime, forestry, semiconductor, or warehouse operations rather than construction/civil robotics",0.98,uniform_scope_gate,,,,True
Scopus,master,Manipulation Skill Acquisition for Robotic Assembly Based on Multi-Modal Information Description,10.1109/access.2019.2934174,2020,Li F.; Jiang Q.; Quan W.; Cai S.; Song R.; Li Y.,IEEE Access,2-s2.0-85078293143,U01515,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,heavy | master | task,Manipulation Skill Acquisition for Robotic Assembly Based on Multi-Modal Information Description || Manipulation Skill Acquisition for Robotic Assembly Based on Multi-Modal Information Description (Open Access),5,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Dynamic scheduling of the dual stocker system using reinforcement learning,10.1007/978-3-319-99704-9_59,2018,Hwang S.; Hong S.P.; Jang Y.J.,IFIP Advances in Information and Communication Technology,2-s2.0-85053272662,U01516,Compendex | Scopus | Web of Science Core Collection,master,Dynamic Scheduling of the Dual Stocker System Using Reinforcement Learning || Dynamic scheduling of the dual stocker system using reinforcement learning || Dynamic scheduling of the dual stocker system using reinforcement learning (Open Access),3,Exclude,TA3,RL used only for non-embodied optimization,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Autonomous robust skill generation using reinforcement learning with plant variation,10.1155/2014/276264,2014,Senda K.; Tani Y.,Advances in Mechanical Engineering,2-s2.0-84901305382,U01517,Scopus | Web of Science Core Collection,master,Autonomous Robust Skill Generation Using Reinforcement Learning with Plant Variation || Autonomous robust skill generation using reinforcement learning with plant variation,2,Exclude,TA4,Generic non-construction robotic or autonomous-system application,0.96,ordered_rule,,,,True
Scopus,master,Logistics-involved QoS-aware service composition in cloud manufacturing with deep reinforcement learning,10.1016/j.rcim.2020.101991,2020,Liang H.; Wen X.; Liu Y.; Zhang H.; Zhang L.; Wang L.,Robotics and Computer-Integrated Manufacturing,2-s2.0-85086141998,U01518,Scopus,master,Logistics-involved QoS-aware service composition in cloud manufacturing with deep reinforcement learning,1,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Model accelerated reinforcement learning for high precision robotic assembly,10.1007/s41315-020-00138-z,2020,Zhao X.; Zhao H.; Chen P.; Ding H.,International Journal of Intelligent Robotics and Applications,2-s2.0-85086045024,U01519,Compendex | Scopus | Web of Science Core Collection,master,Model accelerated reinforcement learning for high precision robotic assembly,3,Exclude,TA4,Generic industrial assembly without a construction- or civil-task setting,0.97,uniform_scope_gate,,,Include for full-text eligibility,False
Scopus,master,A reinforcement learning approach towards autonomous suspended load manipulation using aerial robots,10.1109/icra.2013.6631276,2013,Palunko I.; Faust A.; Cruz P.; Tapia L.; Fierro R.,Proceedings - IEEE International Conference on Robotics and Automation,2-s2.0-84887305810,U01520,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,heavy | master,A Reinforcement Learning Approach Towards Autonomous Suspended Load Manipulation Using Aerial Robots || A reinforcement learning approach towards autonomous suspended load manipulation using aerial robots,4,Exclude,TA2,No deep function approximator identified in the available title and abstract metadata,0.93,uniform_deep_embodied_gate,,,Include for full-text eligibility,False
Scopus,master,Autonomous robot teaching using a smart robot in production line,10.1109/robio.2013.6739724,2013,Cheng H.; Chen H.,"2013 IEEE International Conference on Robotics and Biomimetics, ROBIO 2013",2-s2.0-84898778751,U01521,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | task,Autonomous Robot Teaching Using a Smart Robot in Production Line || Autonomous robot teaching using a smart robot in production line,4,Exclude,TA4,Generic non-construction robotic or autonomous-system application,0.96,ordered_rule,,,,True
Scopus,master,Automated Excavator Based on Reinforcement Learning and Multibody System Dynamics,10.1109/access.2020.3040246,2020,Kurinov I.; Orzechowski G.; Hamalainen P.; Mikkola A.,IEEE Access,2-s2.0-85097181516,U01522,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,heavy | master | robot_domain,Automated Excavator Based on Reinforcement Learning and Multibody System Dynamics || Automated Excavator Based on Reinforcement Learning and Multibody System Dynamics (Open Access),5,Include for full-text eligibility,,Known eligible report recalled by V4,1.00,gold_recall_protection,R042,Eligible contextual,Include for full-text eligibility,True
Scopus,master,Cyber agent to support workers' decision making for mechanized earthwork,,2020,Nishigaki S.; Saibara K.; Ootsuki T.; Morikawa H.,"Proceedings of the 37th International Symposium on Automation and Robotics in Construction, ISARC 2020: From Demonstration to Practical Use - To New Stage of Construction Robot",2-s2.0-85109396885,U01523,Compendex | Scopus,master,Cyber agent to support workers' decision making for mechanized earthwork,2,Include for full-text eligibility,,,1.00,transferred_prior_frozen_screen,,,Include for full-text eligibility,True
Scopus,master,Linguistic Lyapunov reinforcement learning control for robotic manipulators,10.1016/j.neucom.2017.06.064,2018,Kumar A.; Sharma R.,Neurocomputing,2-s2.0-85021710988,U01524,Compendex | Scopus,master,Linguistic Lyapunov reinforcement learning control for robotic manipulators,2,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,"On-site Autonomous Construction Robots: A review of Research Areas, Technologies, and Suggestions for Advancement",,2020,Xu X.; De Soto G.B.,"Proceedings of the 37th International Symposium on Automation and Robotics in Construction, ISARC 2020: From Demonstration to Practical Use - To New Stage of Construction Robot",2-s2.0-85109357839,U01525,Compendex | Scopus,master,"On-site Autonomous Construction Robots: A review of Research Areas, Technologies, and Suggestions for Advancement",2,Exclude,TA7,Review or survey article as primary evidence,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Optimizing Earth Moving Operations Via Reinforcement Learning,10.1109/wsc40007.2019.9004935,2019,Shitole V.; Louis J.; Tadepalli P.,Proceedings - Winter Simulation Conference,2-s2.0-85081133327,U01526,Compendex | Scopus,master,Optimizing Earth Moving Operations Via Reinforcement Learning,2,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Playing mastermind game by using reinforcement learning,10.1109/irc.2017.54,2017,Lu W.-F.; Yang J.-K.; Chu H.-T.,"Proceedings - 2017 1st IEEE International Conference on Robotic Computing, IRC 2017",2-s2.0-85020236112,U01527,IEEE Xplore | Scopus,master | robot_domain,Playing Mastermind Game by Using Reinforcement Learning || Playing mastermind game by using reinforcement learning,2,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Dynamic Experience Replay,,2019,Luo J.; Li H.,Proceedings of Machine Learning Research,2-s2.0-85160819891,U01528,Compendex | Scopus | Web of Science Core Collection,master,Dynamic Experience Replay,3,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,"Distributed UAV Swarm Formation Control via Object-Focused, Multi-Objective SARSA",10.23919/acc.2018.8430773,2018,Speck C.; Bucci D.J.,Proceedings of the American Control Conference,2-s2.0-85052567464,U01529,IEEE Xplore | Scopus | Web of Science Core Collection,master | robot_domain,"Distributed UAV Swarm Formation Control via Object-Focused, Multi-Objective SARSA",3,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Parallelism of Pick-and-Place operations by multi-gripper robotic arms,10.1016/j.rcim.2016.06.004,2016,Moghaddam M.; Nof S.Y.,Robotics and Computer-Integrated Manufacturing,2-s2.0-84978193434,U01530,Scopus,master,Parallelism of Pick-and-Place operations by multi-gripper robotic arms,1,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Deep reinforcement learning for the real time control of stormwater systems,10.1016/j.advwatres.2020.103600,2020,Mullapudi A.; Lewis M.J.; Gruden C.L.; Kerkez B.,Advances in Water Resources,2-s2.0-85084420277,U01531,Compendex | Scopus | Web of Science Core Collection,master,Deep reinforcement learning for the real time control of stormwater systems || Deep reinforcement learning for the real time control of stormwater systems (Open Access),3,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Approximate Bayesian reinforcement learning based on estimation of plant,10.1007/s10514-020-09901-4,2020,Senda K.; Hishinuma T.; Tani Y.,Autonomous Robots,2-s2.0-85079149231,U01532,Compendex | Scopus | Web of Science Core Collection,master,Approximate Bayesian reinforcement learning based on estimation of plant,3,Exclude,TA4,Generic non-construction robotic or autonomous-system application,0.96,ordered_rule,,,,True
Scopus,master,Minecraft as an experimental world for AI in robotics,,2015,Alum K.; Tellex S.; Oberlin J.; Macglashan J.,AAAI Fall Symposium - Technical Report,2-s2.0-84964620174,U01533,Compendex | Scopus,master,Minecraft as an experimental world for AI in robotics,2,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,The impact of intelligent transportation points system based on Elo rating on emergence of cooperation at Y intersection,10.1016/j.amc.2019.124923,2020,Wang Y.; Yao Z.; Wang C.; Ren J.; Chen Q.,Applied Mathematics and Computation,2-s2.0-85076030685,U01534,Compendex | Scopus,master,The impact of intelligent transportation points system based on Elo rating on emergence of cooperation at Y intersection,2,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Learning swing-free trajectories for UAVs with a suspended load,10.1109/icra.2013.6631277,2013,Faust A.; Palunko I.; Cruz P.; Fierro R.; Tapia L.,Proceedings - IEEE International Conference on Robotics and Automation,2-s2.0-84887295086,U01535,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,heavy | master | robot_domain,Learning Swing-free Trajectories for UAVs with a Suspended Load || Learning swing-free trajectories for UAVs with a suspended load,5,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Automatic successive reinforcement learning with multiple auxiliary rewards,10.24963/ijcai.2019/324,2019,Fu Z.-Y.; Zhan D.-C.; Li X.-C.; Lu Y.-X.,IJCAI International Joint Conference on Artificial Intelligence,2-s2.0-85074943184,U01536,Compendex | Scopus | Web of Science Core Collection,master,Automatic Successive Reinforcement Learning with Multiple Auxiliary Rewards || Automatic successive reinforcement learning with multiple auxiliary rewards || Automatic successive reinforcement learning with multiple auxiliary rewards (Open Access),3,Exclude,TA1,Not robotics or autonomous systems,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Dynamic vehicle traffic control using deep reinforcement learning in automated material handling system,10.1609/aaai.v33i01.33019949,2019,Kang Y.; Lyu S.; Kim J.; Park B.; Cho S.,"33rd AAAI Conference on Artificial Intelligence, AAAI 2019, 31st Innovative Applications of Artificial Intelligence Conference, IAAI 2019 and the 9th AAAI Symposium on Educational Advances in Artificial Intelligence, EAAI 2019",2-s2.0-85090804845,U01537,Scopus | Web of Science Core Collection,master,Dynamic Vehicle Traffic Control Using Deep Reinforcement Learning in Automated Material Handling System || Dynamic vehicle traffic control using deep reinforcement learning in automated material handling system,2,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Web of Science Core Collection,master,A Stochastic Learning Approach for Construction of Brick Structures with a Ground Robot,10.1016/j.ifacol.2017.08.1114,2017,"dos Santos, SRB Dantas, DO Givigi, SN Buonocore, L Neto, AA Nascimento, CL",IFAC PAPERSONLINE,WOS:000423964800429,U01538,Compendex | Scopus | Web of Science Core Collection,master,A Stochastic Learning Approach for Construction of Brick Structures with a Ground Robot || A Stochastic Learning Approach for Construction of Brick Structures with a Ground Robot (Open Access),3,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Towards automated clash resolution of reinforcing steel design in reinforced concrete frames via Q-learning and building information modeling,10.1016/j.autcon.2019.103062,2020,Liu J.; Liu P.; Feng L.; Wu W.; Li D.; Chen F.,Automation in Construction,2-s2.0-85078657649,U01539,Compendex | Scopus | Web of Science Core Collection,master,Automated clash resolution for reinforcement steel design in concrete frames via Q-learning and Building Information Modeling || Towards automated clash resolution of reinforcing steel design in reinforced concrete frames via Q-learning and building information modeling,3,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Web of Science Core Collection,master,Multi-agent deep learning for simultaneous optimization for time and energy in distributed routing system,10.1016/j.future.2018.12.037,2019,"Mukhutdinov, D Filchenkov, A Shalyto, A Vyatkin, V",FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE,WOS:000460845200048,U01540,Compendex | Scopus | Web of Science Core Collection,master,Multi-agent deep learning for simultaneous optimization for time and energy in distributed routing system || Multi-agent deep learning for simultaneous optimization for time and energy in distributed routing system (Open Access),3,Exclude,TA1,No physical or simulated robot/construction-machine system,0.95,ordered_rule,,,,True
Scopus,master,Policy learning in SE(3) action spaces,,2020,Wang D.; Kohler C.; Platt R.,Proceedings of Machine Learning Research,2-s2.0-85175832041,U01541,Compendex | Scopus | Web of Science Core Collection,master,Policy learning in SE(3) action spaces,3,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Adversarially Robust Policy Learning: Active construction of physically-plausible perturbations,10.1109/iros.2017.8206245,2017,Mandlekar A.; Zhu Y.; Garg A.; Fei-Fei L.; Savarese S.,IEEE International Conference on Intelligent Robots and Systems,2-s2.0-85041951418,U01542,Compendex | IEEE Xplore | Scopus | Web of Science Core Collection,master | robot_domain,Adversarially Robust Policy Learning: Active Construction of Physically-Plausible Perturbations || Adversarially Robust Policy Learning: Active construction of physically-plausible perturbations,4,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Web of Science Core Collection,master,Reinforcement Learning Approach for Navigation of Ground Robotic Platform in Statically and Dynamically Generated Environments,10.1016/j.ifacol.2019.12.579,2019,"Dudarenko, D Rubtsova, J Kovalev, A Sivchenko, O",IFAC PAPERSONLINE,WOS:000505060100084,U01543,Compendex | Scopus | Web of Science Core Collection,master,Reinforcement Learning Approach for Navigation of Ground Robotic Platform in Statically and Dynamically Generated Environments || Reinforcement learning approach for navigation of ground robotic platform in statically and dynamically generated environments || Reinforcement learning approach for navigation of ground robotic platform in statically and dynamically generated environments (Open Access),3,Exclude,TA4,Not construction-relevant,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Guided policy search via approximate mirror descent,,2016,Montgomery W.; Levine S.,Advances in Neural Information Processing Systems,2-s2.0-85019258932,U01544,Compendex | Scopus | Web of Science Core Collection,master,Guided Policy Search via Approximate Mirror Descent || Guided policy search via approximate mirror descent,3,Exclude,TA2,Not reinforcement learning / no DRL relevance,1.00,transferred_prior_frozen_screen,,,Exclude,True
Scopus,master,Boundary encryption-based Monte Carlo learning method for workspace modeling,10.1115/1.4046816,2020,He B.; Zhu X.; Zhang D.,Journal of Computing and Information Science in Engineering,2-s2.0-85079317512,U01545,Compendex | Scopus | Web of Science Core Collection,master,Boundary Encryption-Based Monte Carlo Learning Method for Workspace Modeling || Boundary encryption-based Monte Carlo learning method for workspace modeling,3,Exclude,TA2,No explicit reinforcement-learning method in the available metadata,0.98,ordered_rule,,,,True
Web of Science Core Collection,master,Modeling yard crane operators as reinforcement learning agents,10.1016/j.retrec.2012.11.001,2013,"Fotuhi, F Huynh, N Vidal, JM Xie, Y",RESEARCH IN TRANSPORTATION ECONOMICS,WOS:000209271500002,U01546,Scopus | Web of Science Core Collection,master,Modeling yard crane operators as reinforcement learning agents,2,Exclude,TA2,No deep function approximator identified in the available title and abstract metadata,0.93,uniform_deep_embodied_gate,,,,True
